review_id,star_rating,helpful_votes,total_votes,vine,verified_purchase
R1JNRHVJ2DKA5L,4,37,38,N,Y
R3FP3J2QZ6PRR0,5,52,56,N,Y
R3T3UR83HOZUJ4,3,44,47,N,Y
R2DTTTLZ2Q9896,5,27,28,N,Y
R3P099W5XUHSR2,5,77,82,N,Y
R1WD5A7NE7A5YK,5,25,26,N,Y
RTJC35WNAPFCH,5,24,30,N,Y
R1PGR7EXK6YSE2,5,25,25,N,Y
R2KJCADE597P91,5,22,26,N,Y
R2T8UUPEFS91EM,4,26,27,N,N
RADMAAXAXJ923,5,53,55,N,Y
RJG93FZW1RQQW,5,21,21,N,Y
R20PHSWMTAKX3P,5,16,20,N,Y
R135O0XMPLGUVI,5,80,92,N,Y
R3RIT9KIXM6AAC,5,26,30,N,Y
R1OT6ZABGOALYA,5,25,28,N,Y
R35HU5ZUN6K90L,5,40,42,N,N
R21D2B11PJPDSB,5,23,25,N,Y
R1TF1YIOA1DSXT,5,26,29,N,N
RNX5UV5RIPGP1,3,19,20,N,Y
RD3IVOXNCLWL7,5,38,41,N,Y
R3USXBNE2N84FN,5,17,20,N,Y
R3NEK27M76A5ZC,3,21,22,N,Y
R3UDRH038NLAA6,5,23,29,N,Y
R10BVPXRTDLH45,5,21,22,N,Y
RWRPU4KQZFKW3,2,19,22,N,Y
R2HY88NJRYYOC3,5,24,26,N,N
R6OBZ6T9LCUDB,4,37,39,N,Y
R2ZIE4P9IZPU64,1,35,37,N,Y
R37IXAO17R7KUS,4,24,24,N,Y
R34IVSYQE8K2HO,1,20,21,N,Y
R8HGET2Y21D01,5,48,52,N,Y
R3CT1XA5IKEGTY,5,25,26,N,Y
R3RVAMLC0TQ5KQ,5,75,79,N,Y
R1HACPQOF27VAX,3,20,21,N,Y
R1E8MMMMG2N5EJ,1,21,22,N,Y
R18QL9XQRZB9H,5,27,29,N,Y
REMXJ1RRG1SA9,5,45,46,N,Y
R1UXQ4822SMU5H,5,141,153,N,Y
R333SKPJAVQCZS,5,61,65,N,Y
RZIY6Q5W1KMFL,5,36,37,N,Y
R22PHTRGZ98X06,5,17,24,N,Y
R33NV27KTT956S,5,22,26,N,N
RO0330P1DQABM,5,21,23,N,Y
RVCBS4L1G5TZ2,5,30,31,N,Y
R289C80J79D1Q3,1,19,20,N,Y
R2CODP91N4JA9P,2,27,28,N,Y
R2FAH7WKP9M4K4,5,166,177,N,Y
R2YJ5NHL9XV0TD,5,49,50,N,Y
RAF8639BL6TEI,5,27,27,N,Y
R2W24EFSPQFCEG,3,22,23,N,Y
R319P7JMGOK0XC,5,69,73,N,Y
R282WGTXX4S4X3,4,25,25,N,Y
R32D467OVAPUQI,5,21,22,N,Y
R3HDAVA4RFRN7N,5,23,26,N,Y
R3JKX0Z7RBFZ83,5,61,62,N,Y
RMVXPYQTS40OW,5,32,35,N,Y
R20IWTMI6OZB82,4,24,24,N,Y
R2NUITOSIE08GD,5,16,22,N,Y
R1U7DOGYFT3E2,4,15,22,N,Y
R33GVN17PY0RKP,5,23,23,N,Y
R2JWWDPXP5QRMN,5,20,20,N,Y
R34KWRPIEV9VGC,4,27,29,N,Y
R1RK6MHC9W170N,4,24,24,N,Y
R3O0C6LPDR33S9,5,53,53,N,Y
RZBBJS5GJLA7D,5,20,26,N,Y
R1BCELBKBRVFUF,2,34,38,N,Y
RYCAQ9MELXM8S,5,22,22,N,Y
R1VAJRLGBY0KYH,5,43,46,N,Y
R1G98R0C97RIFS,5,37,38,N,Y
R2NDH9DE8K9N9A,5,38,42,N,Y
R2AQAQ5ONL4EV2,4,31,31,N,Y
R35J47IKV294KC,4,23,25,N,Y
R3VLVJEOPWBXRG,5,25,27,N,Y
R2H2KGGK6EOWC1,5,39,40,N,Y
R18GS33ER5D1CN,5,27,29,N,Y
R2RS48LSQKSGSQ,5,22,24,N,N
RKWESH34OHIMQ,2,26,30,N,Y
R2E132ESFM5O5Y,5,145,147,N,Y
R2AG2LFS7UZJ4Y,5,55,55,N,Y
R3CRR5NYXHK8NR,4,45,46,N,Y
RVRV4BA68EFS,1,34,35,N,Y
R3MCLHMEMU6UTI,5,22,22,N,Y
R35NPJGZXCI2KY,4,20,22,N,Y
R1105J43OL56EK,5,90,98,N,Y
R1UJGA8FOIUSP4,4,48,49,N,Y
R2V5JLGZAVSAGK,3,35,37,N,Y
R17PMO0RV09A2M,5,20,20,N,Y
R38VSE1AXD9D7O,5,19,20,N,Y
R1CY9MB3W5Q279,5,30,32,N,N
RU6H0Z8XF1EKA,5,18,21,N,Y
R109466BEDDVFW,5,18,21,N,Y
RAUE7Q5GEPS1E,5,16,23,N,N
R1CV56PH3X004B,5,19,22,N,Y
R1P22IFGRXMBGM,5,21,22,N,Y
RDB0Q3S2RERSA,5,100,111,N,Y
R34EDOA6SA9UYL,4,23,24,N,Y
RGYRXZTRXX8AV,4,21,21,N,Y
RSNQMHKGPRGDK,5,23,26,N,N
R3QRJ82KB9WGP6,5,25,25,N,Y
R11PLGSYU4GLEU,5,19,20,N,Y
R2UFTFXJLJJ301,4,35,38,N,Y
R3S1ECH6HEVPJY,5,31,31,N,Y
R1INW7BB7JF0MX,5,32,35,N,N
R37VETTTJCSF5W,4,40,42,N,N
R20THY2QX0GRLK,1,28,30,N,Y
R18D06DI3VNR7O,3,19,20,N,Y
R3TZE7BU39HNXI,5,72,80,N,Y
R1JVZ7N4YX66GN,5,140,165,N,Y
R1UDZ9ZYZSMTSW,5,50,54,N,Y
R36PS15WVTITYC,5,23,25,N,Y
R3DNZOM412KWHV,1,124,140,N,Y
R18K3AI47ZKLOR,5,24,28,N,Y
R1EIVWBGMORVQJ,5,342,345,N,Y
R3EJMRAG1WXFTL,3,26,28,N,Y
R2SM8JEKLZC11Z,2,30,31,N,Y
RXQYLV3WLA2M4,5,20,20,N,Y
RUENEVQIAMK6Z,5,34,38,N,Y
RO5KJT78TTFRB,4,19,21,N,Y
R3M68ALFP1NVXM,5,29,30,N,Y
R1K8GZRJ2L4XOG,5,83,88,N,Y
R29WWEIZDA13CQ,2,26,28,N,Y
R372R4MRAVIJ9V,5,39,41,N,Y
R2K1KPA5MHZLOP,1,42,42,N,Y
R2NBOSH6PH9GWG,5,48,50,N,Y
RGSDVOROHBUB7,5,20,21,N,Y
R77I3OMV71BYJ,5,43,45,N,Y
R2WJTXV2V4QFHM,5,21,23,N,Y
R3H3VIPKNA0Y8O,5,29,41,N,N
R1XESH8YLQD6Q0,1,31,32,N,Y
ROQI4JWQTU3KU,1,21,26,N,N
R1TOJHH0ZZPEBC,5,16,20,N,Y
R2WQZ1IZP84JCM,1,20,22,N,N
RA69JR5NBB1MX,5,22,24,N,Y
RDXPX518VCD4R,5,48,55,N,N
R1DSAUFOEYR8KC,5,51,51,N,N
RWNA1WHDSESIJ,3,33,33,N,Y
R1J9PNKHKN8TB7,1,27,28,N,Y
R347BFZ6ZQ77AH,5,50,55,N,Y
R3O677JZEYAE0P,5,19,22,N,Y
R9NAOZPDHTCQM,5,26,27,N,Y
R1ZY6EO2B06Z8E,1,35,38,N,Y
R1TZG4SCH60RQ4,3,46,48,N,Y
R101WH7HS5B8VV,5,39,45,N,Y
R3F10FLL2G4878,5,70,70,N,Y
R3MVIW92AH0EUV,4,38,45,N,Y
R3E865NYZDNZ82,4,27,27,N,Y
R2NSC63QROQQBS,4,24,26,N,Y
R1QLWC2WNAL7S,5,48,48,N,Y
R3JOMYRVWUU47G,4,23,23,N,Y
R10K8QLCXJG6E5,5,22,24,N,Y
R3RZ9XIPFOFUAP,4,88,88,N,Y
R167G24S6OU8L1,4,18,20,N,N
R39KKRSHZY6XBZ,5,26,26,N,N
R2Y43FJ8DL35YY,5,22,22,N,Y
R17LS2GX7V7CE4,5,22,22,N,Y
RPVEL8ATP2F6N,4,25,25,N,Y
RQCF5L5LGSQDQ,5,19,20,N,Y
RN0XH08DO1MD9,1,21,25,N,Y
RKCRPF52BVSYJ,5,38,42,N,Y
R2DB7R6WDLZ556,5,40,40,N,Y
R2PTM1UPBZY1Z1,5,37,37,N,Y
RJPW01SD9H05L,5,22,22,N,Y
R18S1RJ5UF0HWS,1,56,57,N,Y
R2Q4DR2DGJ399S,5,17,22,N,Y
R2XXLISCOR1N4W,5,18,20,N,Y
R14L153IVAJQBI,2,34,34,N,Y
R2PA9MJNNFATZM,3,22,22,N,Y
R274NQB0C6DSUT,4,72,74,N,Y
RULTFVBLIH2XW,2,16,23,N,Y
R2WNIWB6X0YFOM,5,39,39,N,Y
R3LTHJM6SHVDJS,5,38,42,N,Y
RJ36JA61KLIJ7,3,18,20,N,N
R3M8DXOERGZ8MI,5,40,41,N,Y
R1RWTIXRH4G0RL,3,24,27,N,Y
R2PRHWEDTANENU,5,24,24,N,Y
R191ZIZDL2VXMG,5,23,25,N,Y
RJ0IGKEDIYKZ0,4,53,55,N,Y
R1FYNN617IRH5A,1,42,44,N,N
R2BNE8AFCA5NUJ,5,21,23,N,Y
R39QMCE505K2XM,5,31,39,N,Y
R2VBXAFVIAOYYU,5,56,57,N,Y
RK1K3CVIRSPXT,5,30,31,N,Y
R3I4LPWVPBRQB4,5,45,45,N,Y
R77OK2Y68ZGL4,5,37,39,N,Y
RM16VLZ31XHJ9,4,27,30,N,Y
R15I1NXVGP977T,5,24,26,N,N
RDH0Y29FAT73A,1,62,64,N,Y
R3HH29C0TT2X2R,5,28,30,N,Y
R2D7ATCV2CZEXK,5,19,20,N,Y
R369EE71WLJBKD,5,29,30,N,Y
RMHYSYNL6ZDQR,5,58,60,N,Y
R1O0LSQ08CNLJU,1,19,23,N,Y
R3F6WIR1VVBDW6,2,33,34,N,Y
R2R9GTOYVJJ0PC,5,23,24,N,Y
R3UY4O95M4QSTC,5,68,73,N,Y
R2WP7K88RIQ91W,5,25,26,N,Y
R3R5U1GIKQAC41,1,20,25,N,Y
RMLKJWHADZBYY,5,18,20,N,Y
R3CM4Y00ZNBO69,5,29,30,N,Y
R2S4BL0RGHF88Q,5,20,30,N,Y
R35QJ1N21JXY44,5,80,86,N,N
R3PG1V1LW2PRD7,4,43,46,N,Y
RPV93IDCDQE7Y,4,53,54,N,Y
R1FW1GTOIRND6G,4,18,24,N,Y
R3DAU6ND0LIKVA,5,36,40,N,Y
R1YFTB6R2NKI17,5,19,20,N,Y
R3RFARQFB43PVP,5,23,25,N,Y
R4PYHYJIPSDBD,1,19,23,N,Y
R3TJHNX9ZV6MBR,5,16,22,N,Y
RGT1RE6TJ2F24,5,21,23,N,N
R3UWUP6T0RBCGJ,5,26,33,N,Y
R23TMMUJUC9VZO,5,21,23,N,Y
R2MVBB3DQJKA42,1,10,20,N,N
R3R3V51PP2022H,5,26,27,N,Y
R3TAXUUSNEBXLS,5,23,23,N,Y
R2SPJUP22J60RS,5,20,20,N,Y
R4YXRFUMY1CZG,5,453,465,N,N
R2K91AEN45EW8B,5,28,29,N,Y
RWKOB8D3JL36D,1,19,25,N,Y
R2UF3B3VPEH0PF,1,283,320,N,N
R3OSYP1NGRWPHS,5,112,121,N,Y
R1LCUDSLVKHG6Z,3,27,27,N,Y
R2VDEAG2H8OKC0,5,34,38,N,Y
R35F954TYMZJJQ,5,21,25,N,N
R11JD3WMNDL159,4,47,50,N,Y
R3OFBDF7J8MCFN,5,22,24,N,Y
RNVGW4BRXCOA7,3,29,30,N,Y
R3SST8J5K78PYQ,2,22,26,N,Y
R15H3K31B74LBT,5,66,67,N,Y
R3L56DTUYAFCDN,5,47,71,N,Y
R2CRTGGW2C8E1Y,5,67,69,N,Y
R3A6DDDU3LJHQG,5,22,24,N,N
R1O4T0BD2Y9WA,1,20,26,N,Y
R1Z6V735P1PBLN,4,26,27,N,Y
RYHDUABY4PESC,1,24,31,N,Y
R2OOT5VGC1YKAU,5,24,24,N,Y
R21LBCEW11ADKB,2,32,45,N,Y
R392OG1WXOT7YL,4,24,25,N,Y
R10N65A7SJYHQI,5,34,37,N,N
RAVXH7VG0VPMO,1,20,20,N,Y
R2VU48QK3VNVSR,5,20,23,N,Y
R1ZZLVDR3NWG31,5,20,22,N,Y
R1PPFLDD5QZ3N6,5,19,20,N,Y
R1USAQMOPS2R70,5,29,32,N,Y
RO5KMI38YLY6I,5,28,30,N,Y
R2VMLGPKS6EZNU,1,20,23,N,Y
RPXLZUE1P9VSW,5,36,44,N,Y
R33MMIURG0U8G,5,80,88,N,Y
R13AV0EJI0PI6C,1,22,26,N,Y
R2G9R224JENE8P,4,21,22,N,Y
RJGG3RQBQ6VI,5,76,82,N,Y
R2G6UTRZ9SSMZ6,5,50,54,N,Y
RASY33BBMXMEQ,3,43,43,N,Y
R1IDB80JQ81AHV,5,22,25,N,Y
R1ZYTVJMNLJ0QY,5,22,25,N,Y
R2LEVN5B7GB4C0,5,32,34,N,N
RFG2YB9YES32G,5,22,22,N,Y
R2BKXQEJX80RHM,5,21,23,N,Y
R27TCPHMSO0RMO,5,62,69,N,Y
R2LWRKSUJFIJUH,5,31,33,N,Y
R9VOEKXWQGXAT,5,31,34,N,Y
RBP4UMOYHIY36,1,25,26,N,Y
R36WT0HRWEOB15,5,162,169,N,Y
R3DO1KL6WOM6IG,5,85,91,N,N
R2XXYNDYPZ3AYW,5,25,27,N,Y
R1OI6BBW325PG5,5,53,55,N,Y
R2Q8P3RVG1A9UM,2,21,22,N,Y
RNFGA4PDMYUDM,5,24,27,N,Y
R3IX1E3J0947VF,5,26,26,N,Y
R3ATP088W1Z90U,4,20,21,N,Y
R3VUG33EDQ9SVW,5,16,23,N,Y
R2SDTMBBRBYVFU,2,17,23,N,Y
R3QHUYPOID6P1R,5,23,23,N,Y
R3629K333ST64R,5,26,26,N,Y
R1LEYM5HZ44HW8,5,28,29,N,Y
R3E5R1COU97582,3,20,20,N,Y
R1XITDKVVNGKE6,5,102,115,N,Y
R2UFTUGB7N0TVU,5,35,38,N,Y
RR310YBVZ0KWZ,3,20,20,N,Y
R2N40PS3XAQMJQ,4,98,99,N,Y
R3JS6AQJHF7ZOH,2,20,28,N,Y
R3L67E72ZA9JCK,5,39,39,N,Y
R3UER3T3KHS6AU,5,53,56,N,N
R2SHQF8DGDC14K,5,26,26,N,Y
RUECTUMASTX53,3,34,34,N,Y
R2ZMW3ED6TOLYJ,5,28,28,N,N
RTC6PV57JVGXA,5,42,48,N,Y
R1TZYLEHM06K6W,1,18,20,N,Y
R30K0TWI9OE1K2,5,20,23,N,Y
RMXHCJEB5JS4E,5,27,28,N,Y
R2L8EC4707L3ZA,4,73,87,N,Y
RWPWBT4NHVZV5,1,23,24,N,Y
R1ROZA48Z5AD9D,5,20,20,N,Y
R26LNT2Y0PWPRQ,1,19,21,N,Y
R1Q9OSGETK5RAU,1,29,30,N,Y
R2OQJIXUB2I0RJ,5,21,22,N,Y
RHBCAQKRKHFGU,5,24,24,N,N
R1KDHPZSB66R22,1,24,26,N,N
R1973KPNQ4XLWB,5,48,53,N,Y
R3PRYCA3AK3ZPS,1,16,20,N,Y
R2LFU4ZF8YZZRR,4,27,28,N,Y
R15K420ZTPPTAH,5,20,21,N,Y
RFOS899WRJY54,1,24,27,N,Y
R1AYR7X8VSX2TP,4,16,20,N,Y
R1YKXMGC91DO9D,5,19,20,N,Y
R20P7MQY7OA97O,1,32,34,N,Y
R1SMGFZ6AK985U,5,24,25,N,Y
R3L1RS70KMOJ1T,5,34,34,N,Y
R2ELFV0OORH8G0,2,58,61,N,Y
R32EFYZFT4LTXC,5,29,32,N,Y
R3TDW6DI17FE1M,4,36,36,N,Y
R2TN8A247JRTIX,5,47,47,N,Y
R1LXHBIW1L1LL,5,25,30,N,Y
R1YGWMLY60R3MS,3,21,27,N,Y
R37LO5CILADLIV,5,35,37,N,Y
R2DQJMECMJWMEK,5,23,28,N,Y
RI0I4S4B06Q2U,5,31,33,N,Y
R34M38HEWAKE3I,5,20,23,N,Y
R2WSMCY9GC4XZ5,5,22,24,N,Y
R2QP1K9K2ATQBV,4,21,25,N,Y
R7FX7J2VIVUSR,5,32,34,N,Y
R294LVFSP8SOKV,2,25,25,N,N
R2GMX1KQXS8PEO,1,19,22,N,Y
R1A21XJ45V99YF,5,21,22,N,Y
R20CC739FPKP20,3,22,25,N,Y
R3PNYC6YOXQHV2,5,23,24,N,Y
R2NJZH0U9VDWAS,2,28,30,N,Y
R29WVVBATMB7UG,5,24,27,N,Y
R16XF99V0ADDPA,4,23,24,N,Y
R23H9DB4C8Z4XS,2,29,33,N,Y
R1U9T13Y6W7VTK,5,22,23,N,Y
R3C04FZ8U01S6R,5,29,31,N,Y
R288FBGOKRJUCI,2,60,65,N,Y
R1BQ5CXB2DYJO,5,17,23,N,Y
R1WJOU0DLS841H,5,82,86,N,N
R16XS21LFU0Z60,5,36,38,N,N
R24YQ9FMBFDKPV,5,28,32,N,Y
R3U9OTD2RLBE89,4,143,153,N,Y
R3V0XK4J4Q76EN,4,18,21,N,Y
RA0JAC0QHFMRB,5,23,23,N,Y
R38XD6BRRDW7A9,5,25,27,N,Y
R3UQX5DIB0SOVD,5,31,31,N,Y
R1BIAV5XG2JCRS,5,17,20,N,Y
R2SO5AMEQ8U85R,4,36,37,N,Y
R322CIR6M78VQ3,5,21,27,N,N
R12EXUNEW01JB,5,21,23,N,Y
R3HIRWAK54KQUT,5,27,28,N,Y
R33OQFH3YLG4YH,5,41,46,N,Y
R13FKG80OLW2XF,5,67,69,N,Y
R2OVVKDKO4BF3P,5,24,25,N,N
R1QW2DDFQY0Q7O,2,25,28,N,Y
RM7NL71A1YAVZ,5,33,33,N,Y
RIWBA96KCUINN,5,19,26,N,Y
R3D6SWKXNGBW2Q,4,23,24,N,Y
R2CYYRCZY75ERF,5,24,24,N,Y
R1FZ7HQLB2N9D1,5,48,53,N,N
R3LDUZFW27EF4M,5,25,34,N,Y
R2KC30HTJIH3DQ,5,18,21,N,Y
R34X5E785EUVC1,4,38,42,N,N
RP65TJ1BZGYCI,2,26,27,N,Y
R1H1NHU5NMAC9N,5,36,40,N,N
R3719JX01Q8OYZ,4,23,24,N,Y
R20ZUAU2OD9R7,5,20,24,N,N
R2PBQVSD9Z9O4W,5,17,20,N,Y
RV5Y6OGV5I30Z,5,37,42,N,Y
R12GQ9TAPRRLC2,2,39,39,N,Y
R340HG7B0SQUAT,5,22,29,N,Y
ROJXUSCIW1B0G,1,26,30,N,Y
R2S6YA4IK8TG0U,3,29,32,N,Y
R2RQQCILX8Q163,5,195,205,N,Y
R335STT6CH2CZH,2,25,25,N,Y
RU6M2E72IFHX,5,20,24,N,N
R1Q4IYCZN8DQW2,5,24,25,N,N
R1013RAZEUF68Z,5,34,35,N,Y
R125B2KKTB4Q2G,5,27,27,N,N
R2HOP1PHY7K6H3,5,20,21,N,Y
R2A0IAAKLLNU2V,5,57,63,N,Y
RRAMVV2RV99T8,2,25,26,N,Y
R3PJG8N6ZIGPDF,5,129,131,N,Y
R3NWM9DB36THJT,5,33,33,N,N
R6OAGCC1TTH1D,5,19,23,N,Y
R1XXTE09CA9J,1,19,20,N,Y
R82D99EPGT4ZQ,5,20,20,N,Y
R3GQ6U9G39FK46,5,37,39,N,Y
RUFR18F9Y0YM9,1,21,23,N,N
R1UTLX0JOQ4OJ3,1,15,21,N,N
R3H3909UAVEKC0,4,28,30,N,Y
R1PZ9P5AFJ3L98,5,29,30,N,Y
RKKR93RWJGUV4,1,15,20,N,Y
RN0SGQ4706O4A,1,35,40,N,Y
R3GBA9V8MUGSSE,5,40,47,N,N
R1UI340N8RFYXJ,5,72,75,N,Y
R1GY0YYEH9LJF2,1,22,23,N,N
R1DVWSFS3A1B5C,5,23,27,N,Y
RRQMK8U2ODCQ6,2,49,50,N,Y
R2DDGSZXEPGXHW,5,28,28,N,Y
R2P5TO1305DPO6,5,21,24,N,Y
R2002WLADY6R2B,1,94,96,N,Y
R2YOCJB94GK8ER,1,45,49,N,Y
R2TMAP42S3JEON,4,24,24,N,Y
R25GFRRP7BJFAL,5,27,28,N,N
R2TFK47UKUQ55J,5,29,29,N,Y
R19WGG8E72CQPW,5,47,50,N,Y
R3Q2N82MVKRGQ8,1,41,42,N,Y
RLDNGKPL51WLV,5,48,50,N,Y
R33OQJI9ATFFBC,1,24,25,N,Y
R361RLX51CKWAM,5,21,24,N,Y
R2JAHGPPT6RFKT,5,23,24,N,Y
R7WD10DP2G06Z,4,19,21,N,Y
R3P3PV0TY1QGT,3,140,148,N,Y
R1K44N0EC7MYUO,5,22,23,N,Y
RHFJ94XSL6919,3,30,32,N,Y
R2CE9MHDQONVKU,3,23,25,N,Y
R2UKYBKJVB71AE,5,21,21,N,Y
R30YFAO5F0W9YZ,1,80,91,N,Y
R23IKBIHC3UWHV,5,65,67,N,Y
RTM4GVZ9F75XT,5,22,27,N,Y
R2OYRRH0ZSEBHO,5,23,23,N,Y
RXL8FAEHR6QBA,5,19,22,N,Y
R12H1LCYG30FKV,5,79,87,N,Y
R1GE7RX1CTTKDV,5,45,45,N,Y
R2XY55A4GTG1L4,2,31,31,N,Y
RXN3R8ID7P1DC,5,23,23,N,Y
R1GUJFE4I2UNFL,4,90,93,N,Y
R3QWNG0C7G41X5,4,21,25,N,Y
R81KAM37MATAV,5,36,36,N,Y
R3H5WSO887KRLU,5,20,21,N,Y
R39EDKN3ZHBM29,2,23,27,N,Y
R1HKTH3OK2WK5E,2,139,159,N,Y
R2NGI19KJDQ4NJ,5,19,20,N,Y
RKLQFY4ETOAJ9,3,156,168,N,Y
R32M3TW420ITG3,2,22,24,N,Y
R2SFBDGTF74VDA,1,38,38,N,Y
R1D7KKS0NG1WHM,3,26,27,N,N
R3D51D5ACUMVP2,5,35,37,N,Y
R16BO906HDD0OM,1,12,22,N,N
R39N4ET3X2V2GP,5,25,27,N,Y
R1XFLDY3WG2O0H,3,22,24,N,Y
RNP3BUA2WUT2,3,39,49,N,Y
R1OQAWXDSXTURV,5,25,25,N,Y
R17JW9A9DO5I9H,4,70,85,N,Y
R3AB1T5T0CZ4CB,5,32,33,N,Y
R2BWRH39P68SRG,5,22,22,N,N
R18UVNJOWQWHPW,2,23,23,N,Y
R1LXD9GPJDTE51,2,22,25,N,Y
R2V105LPOYF9Y1,5,33,37,N,Y
R1IBM8G73JWW65,5,21,21,N,Y
R1ZBT369YWJH9S,5,36,38,N,Y
RSDVUBANCSOCU,5,26,29,N,Y
R13K3B30K2QNH4,5,27,27,N,Y
RYG1E827KS5Y,4,28,30,N,Y
R1Y5QMQK3C50E7,5,20,20,N,Y
RIUT5RFR7O689,5,18,20,N,Y
REMO21G8IRI62,5,25,25,N,Y
R2RVGCVBVRRPPJ,5,36,37,N,Y
R20AF1NC7PVV8B,5,73,78,N,N
R1I1B68SDIBKVY,5,19,20,N,Y
R381P22V0TUQQQ,3,22,23,N,Y
R1KXL8UZ00FLC1,1,21,23,N,Y
RULI60JPULOEW,5,55,59,N,Y
R2J6A5DPPO9I5X,5,39,42,N,Y
R3DV0HK9CRRLVZ,1,23,24,N,Y
RHMYL51M7MQPT,5,23,23,N,Y
R2B7P36OJUVQS7,5,18,20,N,Y
R2PTJJL3O4ZWIL,5,32,34,N,Y
R1DWQBBW1FJTCD,5,43,46,N,Y
R1E320UAHBJ980,4,18,20,N,Y
R2FBICWU4YII75,4,70,77,N,Y
R31F9GU8M9YLTX,5,20,21,N,Y
R1NLBJAGLLH0RU,1,19,20,N,Y
R67EDN0Q9DHHW,5,23,23,N,Y
R1OBT1PHJCTCQ7,5,23,25,N,Y
R3HFDDLXHC5O92,5,24,25,N,N
RHEM3AHP77CA8,5,23,28,N,Y
R35ILLE6KLL4I3,5,19,20,N,Y
R1LNTFEXJ9WE3F,3,40,42,N,N
R1BPPYW7P5UD6N,5,19,22,N,N
R13L6WH50EWPEP,1,25,25,N,Y
RD0FJV49GI34G,5,20,20,N,Y
R3I9O2EB2QZ5NH,1,17,21,N,Y
R3PPQHGUYB2LYN,5,79,82,N,Y
R2V8HK0VGG4THT,1,21,21,N,Y
R2S9HIHHV81WTV,5,18,22,N,Y
R1OCIF0BTEQEDO,1,57,58,N,Y
RSTQ8BW8VZEF5,5,32,33,N,N
R2LX5WHJ98UE6H,5,22,26,N,N
R3FGBANV9VKLLG,4,21,22,N,N
R1NFMAY7GD7APT,4,98,102,N,Y
R2GDI4CHFSQ8XB,5,39,48,N,Y
R17Z2MCABNTVG6,4,23,26,N,Y
R2CRIUJMKKPWFK,5,27,27,N,Y
R26VL4MMHXVHG6,3,82,87,N,N
RQYV0VEWQLFM4,5,17,20,N,Y
R9CG7AZ3WJPSH,5,29,29,N,Y
R26HE8GJYWMOI7,5,20,21,N,Y
R33J8KB4QM23BL,5,34,34,N,N
R25BLV5Q07AINE,5,103,115,N,Y
R12052UW28V1IZ,5,21,24,N,Y
RVKEMMA3QKLJC,1,47,49,N,Y
R3S0T7ZHLJ7A4C,3,20,21,N,N
R3K0CE16MA0236,5,20,20,N,Y
R3SFCOK8Z3CLIO,5,61,67,N,Y
R2ZKAR4F3FYCA0,5,27,28,N,Y
R1WJ0ZUPHM7WDS,5,27,30,N,Y
R35430R4INZEGO,3,39,41,N,Y
R26JIB8N1ZXRCG,5,24,27,N,Y
R2RFRGE4FF1NN7,5,20,21,N,Y
RS7WR7238GKQ0,5,21,21,N,Y
REBPMZIDKX7FZ,2,90,93,N,Y
R3F7RSW4W1J1NL,5,52,52,N,Y
R1I2GZWZQ6RS0K,5,25,27,N,Y
R1Y7PGVS8DU3DR,5,26,28,N,Y
RUV4QLFM956KQ,5,19,20,N,N
R2MVJERZZ8VZ8P,5,19,23,N,Y
RKHE1KNRIGVLK,3,28,32,N,N
R3KDLJY1LSO52Y,5,19,20,N,Y
R1BZ4TKJN3RJT2,5,30,31,N,Y
RE3MDQWVIFGOJ,5,23,28,N,Y
R1GQWJJ6XIJL5Z,5,24,28,N,Y
R2P4G2NNQ4C8W4,5,23,23,N,Y
R1GO12WS3U55V7,5,22,25,N,N
R2WNCA1FY8USKK,5,24,24,N,Y
R222TIIOUJE2HJ,5,20,25,N,Y
R2H8AXYHSU6JBY,5,26,27,N,N
R1JR3HFL9YCI22,5,32,32,N,Y
R1WNNP1HXJI5VV,5,37,39,N,Y
R1YNIHEMUWSCB2,5,150,178,N,Y
R3PCG7QCOQ5A9T,5,46,50,N,Y
R1QE15TY0JP8BV,3,50,55,N,N
RSHIK0Z6WO1CE,4,50,51,N,Y
RH43DO5XOJDJ4,5,44,44,N,Y
R1CETVLALWDLY1,5,138,154,N,N
RTHO6PWID3RXB,1,41,48,N,Y
R2ZYMGCRU0ZRE5,5,36,36,N,Y
R5097C671YRJ9,5,20,20,N,Y
RUR8KH036JFU9,1,40,40,N,Y
R3R2N7K28SLAJW,5,18,20,N,Y
R1Y50WOZ3KQS4F,1,25,28,N,Y
R27N5HJLNZOQVW,1,29,35,N,Y
R33GX59G7P2TYA,5,37,38,N,Y
R2T5MTW962ZGMG,4,24,24,N,Y
RUUXBHY38RG2X,4,24,25,N,Y
R1OK8XSVRVCHXY,5,25,25,N,Y
R17EGDN6VLI5P2,5,20,22,N,Y
R3IK9PLJ1HY4CF,5,16,20,N,Y
R3QC1T60ORE7AY,3,20,21,N,Y
R20IE9AHASC6Q6,5,29,29,N,Y
R33ZUPMPJYUNXV,5,21,21,N,Y
R39RE0089DNSAF,5,16,20,N,Y
R2NBDEDIO2QTYM,5,28,28,N,Y
R3RKRNKP2CY60A,5,24,25,N,Y
R31VH1WTAVQHJP,5,23,25,N,Y
R3RZQQW6JAHJQF,5,73,76,N,Y
R3RGOUDJIRRA72,2,25,27,N,Y
R1TAMVLRRT4IOI,3,38,40,N,N
R11XXQXD4MTUAJ,5,30,31,N,Y
R23Z38O9CN0A4T,2,28,31,N,Y
R2HCDGJRHMRZ8J,5,20,23,N,Y
